jd_id,title,role_level,exp_level_raw,min_exp_years,exp_range_raw,skills_raw,required_skills,keywords_raw,keywords,responsibilities,raw_text,source_type,required_skill_count
RE-E-019,Robotics Engineer,unknown,Experienced,13.0,13+,"Python expert; C++ expert; MATLAB; ROS development; CAD/SolidWorks advanced; Control algorithms advanced; Embedded systems expert; Sensor fusion; Computer vision; Machine learning; Simulation (Gazebo, RViz); Hardware interfacing; Project leadership; Team mentoring; Innovation strategy","[""python expert"", ""c++ expert"", ""matlab"", ""ros development"", ""cad/solidworks advanced"", ""control algorithms advanced"", ""embedded systems expert"", ""sensor fusion"", ""computer vision"", ""machine learning"", ""simulation (gazebo, rviz)"", ""hardware interfacing"", ""project leadership"", ""team mentoring"", ""innovation strategy""]",Python; C++; MATLAB; ROS; Control Systems; CAD; Embedded Systems; Sensors; Machine Learning; Simulation; Leadership; Innovation,"[""python"", ""c++"", ""matlab"", ""ros"", ""control systems"", ""cad"", ""embedded systems"", ""sensors"", ""machine learning"", ""simulation"", ""leadership"", ""innovation""]","Lead robotics R&D and deployment projects; Implement advanced control, sensor, and AI integration; Simulate and test robotics systems; Mentor engineers and manage teams; Drive strategic innovations in robotics technology","Robotics Engineer Python expert; C++ expert; MATLAB; ROS development; CAD/SolidWorks advanced; Control algorithms advanced; Embedded systems expert; Sensor fusion; Computer vision; Machine learning; Simulation (Gazebo, RViz); Hardware interfacing; Project leadership; Team mentoring; Innovation strategy Lead robotics R&D and deployment projects; Implement advanced control, sensor, and AI integration; Simulate and test robotics systems; Mentor engineers and manage teams; Drive strategic innovations in robotics technology",jd,15
RE-E-020,Robotics Engineer,unknown,Experienced,15.0,15+,"Python expert; C++ expert; MATLAB; ROS advanced; CAD/SolidWorks; Advanced robotics control algorithms; Embedded systems design; Sensor fusion; Computer vision; Machine learning in robotics; Simulation (Gazebo, RViz); Hardware debugging; Leadership; Project management; Cross-functional collaboration; Innovation strategy","[""python expert"", ""c++ expert"", ""matlab"", ""ros advanced"", ""cad/solidworks"", ""advanced robotics control algorithms"", ""embedded systems design"", ""sensor fusion"", ""computer vision"", ""machine learning in robotics"", ""simulation (gazebo, rviz)"", ""hardware debugging"", ""leadership"", ""project management"", ""cross-functional collaboration"", ""innovation strategy""]",Python; C++; MATLAB; ROS; Control Systems; CAD; Embedded Systems; Sensors; Machine Learning; Simulation; Leadership; Innovation,"[""python"", ""c++"", ""matlab"", ""ros"", ""control systems"", ""cad"", ""embedded systems"", ""sensors"", ""machine learning"", ""simulation"", ""leadership"", ""innovation""]","Lead design, development, and deployment of advanced robotic systems; Integrate AI, sensors, and control algorithms; Simulate and test robotics systems extensively; Mentor and manage robotics teams; Drive innovation and strategic direction in robotics technology","Robotics Engineer Python expert; C++ expert; MATLAB; ROS advanced; CAD/SolidWorks; Advanced robotics control algorithms; Embedded systems design; Sensor fusion; Computer vision; Machine learning in robotics; Simulation (Gazebo, RViz); Hardware debugging; Leadership; Project management; Cross-functional collaboration; Innovation strategy Lead design, development, and deployment of advanced robotic systems; Integrate AI, sensors, and control algorithms; Simulate and test robotics systems extensively; Mentor and manage robotics teams; Drive innovation and strategic direction in robotics technology",jd,16
SE-101,Sales Executive,fresher,Fresher,0.0,0-1,CRM Basics; Lead Generation; Communication; Product Knowledge; Active Listening; Relationship Building; Time Management; Adaptability; Digital Sales Fundamentals; Sales Automation Awareness,"[""crm basics"", ""lead generation"", ""communication"", ""product knowledge"", ""active listening"", ""relationship building"", ""time management"", ""adaptability"", ""digital sales fundamentals"", ""sales automation awareness""]",Sales Executive; CRM; Lead Generation; Digital Sales; Product Demo; Communication; Relationship Building; Time Management; Adaptability; Sales Basics,"[""sales executive"", ""crm"", ""lead generation"", ""digital sales"", ""product demo"", ""communication"", ""relationship building"", ""time management"", ""adaptability"", ""sales basics""]",Assist in managing customer leads and sales pipeline; Support sales campaigns and outreach; Learn product features and benefits for client interactions; Prepare basic sales reports; Collaborate with sales team members; Participate in virtual meetings and demos; Track client interactions using CRM tools; Assist in market research and competitor analysis; Provide excellent customer support; Develop basic sales and presentation skills,Sales Executive CRM Basics; Lead Generation; Communication; Product Knowledge; Active Listening; Relationship Building; Time Management; Adaptability; Digital Sales Fundamentals; Sales Automation Awareness Assist in managing customer leads and sales pipeline; Support sales campaigns and outreach; Learn product features and benefits for client interactions; Prepare basic sales reports; Collaborate with sales team members; Participate in virtual meetings and demos; Track client interactions using CRM tools; Assist in market research and competitor analysis; Provide excellent customer support; Develop basic sales and presentation skills,jd,10
SE-102,Sales Executive,mid,Mid-Level,2.0,2-5,Salesforce; HubSpot; Lead Generation; Closing Techniques; Negotiation; Product Demonstrations; Pipeline Management; Sales Forecasting; Social Selling; Time Management,"[""salesforce"", ""hubspot"", ""lead generation"", ""closing techniques"", ""negotiation"", ""product demonstrations"", ""pipeline management"", ""sales forecasting"", ""social selling"", ""time management""]",Sales Executive; CRM; Lead Generation; Negotiation; Closing Deals; Pipeline Management; Product Demo; Social Selling; Sales Forecasting; Time Management,"[""sales executive"", ""crm"", ""lead generation"", ""negotiation"", ""closing deals"", ""pipeline management"", ""product demo"", ""social selling"", ""sales forecasting"", ""time management""]",Manage sales pipeline and lead conversion; Conduct product demonstrations and presentations; Negotiate deals and close sales; Analyze sales data for forecasting and strategy; Leverage CRM and automation tools to streamline sales processes; Build and maintain client relationships; Collaborate with marketing and product teams; Develop targeted outreach campaigns; Attend client meetings and virtual presentations; Track and report on sales performance metrics,Sales Executive Salesforce; HubSpot; Lead Generation; Closing Techniques; Negotiation; Product Demonstrations; Pipeline Management; Sales Forecasting; Social Selling; Time Management Manage sales pipeline and lead conversion; Conduct product demonstrations and presentations; Negotiate deals and close sales; Analyze sales data for forecasting and strategy; Leverage CRM and automation tools to streamline sales processes; Build and maintain client relationships; Collaborate with marketing and product teams; Develop targeted outreach campaigns; Attend client meetings and virtual presentations; Track and report on sales performance metrics,jd,10
SE-103,Sales Executive,unknown,Experienced,5.0,5-10,Salesforce; HubSpot; Predictive Analytics; Lead Generation; Negotiation; Closing Techniques; Sales Automation; Social Selling; Data-driven Sales; Relationship Management,"[""salesforce"", ""hubspot"", ""predictive analytics"", ""lead generation"", ""negotiation"", ""closing techniques"", ""sales automation"", ""social selling"", ""data-driven sales"", ""relationship management""]",Sales Executive; CRM; Predictive Analytics; Lead Generation; Negotiation; Closing Deals; Sales Automation; Social Selling; Data-driven Sales; Relationship Management,"[""sales executive"", ""crm"", ""predictive analytics"", ""lead generation"", ""negotiation"", ""closing deals"", ""sales automation"", ""social selling"", ""data-driven sales"", ""relationship management""]",Lead strategic sales initiatives and high-value accounts; Leverage CRM and AI tools for sales forecasting and analytics; Negotiate contracts and close deals with key clients; Develop multi-channel outreach campaigns; Train and mentor junior sales team members; Build strong client relationships to enhance retention; Monitor sales KPIs and pipeline performance; Collaborate with marketing and product teams for sales alignment; Provide insights on market trends and customer behavior; Optimize sales processes using automation tools,Sales Executive Salesforce; HubSpot; Predictive Analytics; Lead Generation; Negotiation; Closing Techniques; Sales Automation; Social Selling; Data-driven Sales; Relationship Management Lead strategic sales initiatives and high-value accounts; Leverage CRM and AI tools for sales forecasting and analytics; Negotiate contracts and close deals with key clients; Develop multi-channel outreach campaigns; Train and mentor junior sales team members; Build strong client relationships to enhance retention; Monitor sales KPIs and pipeline performance; Collaborate with marketing and product teams for sales alignment; Provide insights on market trends and customer behavior; Optimize sales processes using automation tools,jd,10
SE-104,Sales Executive,fresher,Fresher,0.0,0-1,CRM Basics; Lead Generation; Communication; Active Listening; Product Knowledge; Relationship Building; Digital Sales Awareness; Time Management; Adaptability; Customer Engagement,"[""crm basics"", ""lead generation"", ""communication"", ""active listening"", ""product knowledge"", ""relationship building"", ""digital sales awareness"", ""time management"", ""adaptability"", ""customer engagement""]",Sales Executive; CRM; Lead Generation; Digital Sales; Product Demo; Communication; Relationship Building; Time Management; Adaptability; Customer Engagement,"[""sales executive"", ""crm"", ""lead generation"", ""digital sales"", ""product demo"", ""communication"", ""relationship building"", ""time management"", ""adaptability"", ""customer engagement""]",Support sales team in managing leads and pipeline; Assist in conducting product presentations and demos; Track customer interactions using CRM tools; Participate in virtual sales meetings; Collaborate with team members on campaigns; Provide customer support and follow-up; Assist in creating sales reports; Learn sales techniques and strategies; Monitor market and competitor activities; Develop basic data-driven insights for sales,Sales Executive CRM Basics; Lead Generation; Communication; Active Listening; Product Knowledge; Relationship Building; Digital Sales Awareness; Time Management; Adaptability; Customer Engagement Support sales team in managing leads and pipeline; Assist in conducting product presentations and demos; Track customer interactions using CRM tools; Participate in virtual sales meetings; Collaborate with team members on campaigns; Provide customer support and follow-up; Assist in creating sales reports; Learn sales techniques and strategies; Monitor market and competitor activities; Develop basic data-driven insights for sales,jd,10
SE-105,Sales Executive,mid,Mid-Level,2.0,2-5,Salesforce; HubSpot; Lead Generation; Negotiation; Closing Deals; Product Demos; Sales Forecasting; Pipeline Management; Social Selling; Time Management,"[""salesforce"", ""hubspot"", ""lead generation"", ""negotiation"", ""closing deals"", ""product demos"", ""sales forecasting"", ""pipeline management"", ""social selling"", ""time management""]",Sales Executive; CRM; Lead Generation; Negotiation; Closing Deals; Product Demo; Sales Forecasting; Pipeline Management; Social Selling; Time Management,"[""sales executive"", ""crm"", ""lead generation"", ""negotiation"", ""closing deals"", ""product demo"", ""sales forecasting"", ""pipeline management"", ""social selling"", ""time management""]",Manage and optimize sales pipeline; Conduct product demonstrations for clients; Negotiate and close deals; Analyze sales data for forecasting and strategy; Leverage CRM tools for process automation; Build long-term client relationships; Collaborate with cross-functional teams; Participate in virtual selling initiatives; Develop outreach campaigns; Report sales performance metrics,Sales Executive Salesforce; HubSpot; Lead Generation; Negotiation; Closing Deals; Product Demos; Sales Forecasting; Pipeline Management; Social Selling; Time Management Manage and optimize sales pipeline; Conduct product demonstrations for clients; Negotiate and close deals; Analyze sales data for forecasting and strategy; Leverage CRM tools for process automation; Build long-term client relationships; Collaborate with cross-functional teams; Participate in virtual selling initiatives; Develop outreach campaigns; Report sales performance metrics,jd,10
SE-106,Sales Executive,unknown,Experienced,5.0,5-10,Salesforce; HubSpot; Predictive Analytics; Lead Generation; Negotiation; Closing Techniques; Sales Automation; Social Selling; Data-driven Sales; Relationship Management,"[""salesforce"", ""hubspot"", ""predictive analytics"", ""lead generation"", ""negotiation"", ""closing techniques"", ""sales automation"", ""social selling"", ""data-driven sales"", ""relationship management""]",Sales Executive; CRM; Predictive Analytics; Lead Generation; Negotiation; Closing Deals; Sales Automation; Social Selling; Data-driven Sales; Relationship Management,"[""sales executive"", ""crm"", ""predictive analytics"", ""lead generation"", ""negotiation"", ""closing deals"", ""sales automation"", ""social selling"", ""data-driven sales"", ""relationship management""]",Lead strategic sales initiatives; Leverage CRM and AI tools for data-driven sales; Negotiate high-value deals; Develop multi-channel sales campaigns; Train and mentor junior sales executives; Build and maintain strong client relationships; Monitor KPIs and optimize pipeline; Collaborate with marketing and product teams; Analyze market trends and customer behavior; Implement sales automation for efficiency,Sales Executive Salesforce; HubSpot; Predictive Analytics; Lead Generation; Negotiation; Closing Techniques; Sales Automation; Social Selling; Data-driven Sales; Relationship Management Lead strategic sales initiatives; Leverage CRM and AI tools for data-driven sales; Negotiate high-value deals; Develop multi-channel sales campaigns; Train and mentor junior sales executives; Build and maintain strong client relationships; Monitor KPIs and optimize pipeline; Collaborate with marketing and product teams; Analyze market trends and customer behavior; Implement sales automation for efficiency,jd,10
SE-107,Sales Executive,fresher,Fresher,0.0,0-1,CRM Basics; Lead Generation; Product Knowledge; Communication; Active Listening; Relationship Building; Time Management; Adaptability; Digital Sales Awareness; Customer Engagement,"[""crm basics"", ""lead generation"", ""product knowledge"", ""communication"", ""active listening"", ""relationship building"", ""time management"", ""adaptability"", ""digital sales awareness"", ""customer engagement""]",Sales Executive; CRM; Lead Generation; Product Demo; Communication; Relationship Building; Time Management; Adaptability; Digital Sales; Customer Engagement,"[""sales executive"", ""crm"", ""lead generation"", ""product demo"", ""communication"", ""relationship building"", ""time management"", ""adaptability"", ""digital sales"", ""customer engagement""]",Assist in managing sales leads; Support team in product demos; Track client interactions; Participate in virtual sales meetings; Collaborate on campaigns; Provide customer follow-ups; Prepare basic sales reports; Learn sales techniques; Monitor competitors; Support data-driven sales insights,Sales Executive CRM Basics; Lead Generation; Product Knowledge; Communication; Active Listening; Relationship Building; Time Management; Adaptability; Digital Sales Awareness; Customer Engagement Assist in managing sales leads; Support team in product demos; Track client interactions; Participate in virtual sales meetings; Collaborate on campaigns; Provide customer follow-ups; Prepare basic sales reports; Learn sales techniques; Monitor competitors; Support data-driven sales insights,jd,10
SE-108,Sales Executive,mid,Mid-Level,2.0,2-5,Salesforce; HubSpot; Lead Generation; Negotiation; Closing Deals; Pipeline Management; Product Demos; Sales Forecasting; Social Selling; Time Management,"[""salesforce"", ""hubspot"", ""lead generation"", ""negotiation"", ""closing deals"", ""pipeline management"", ""product demos"", ""sales forecasting"", ""social selling"", ""time management""]",Sales Executive; CRM; Lead Generation; Negotiation; Closing Deals; Pipeline Management; Product Demo; Sales Forecasting; Social Selling; Time Management,"[""sales executive"", ""crm"", ""lead generation"", ""negotiation"", ""closing deals"", ""pipeline management"", ""product demo"", ""sales forecasting"", ""social selling"", ""time management""]",Manage sales pipeline and client leads; Conduct product demonstrations; Negotiate and close deals; Analyze sales metrics and forecasts; Leverage CRM tools for automation; Build client relationships; Collaborate with marketing and product teams; Participate in virtual sales activities; Develop outreach strategies; Report on sales performance,Sales Executive Salesforce; HubSpot; Lead Generation; Negotiation; Closing Deals; Pipeline Management; Product Demos; Sales Forecasting; Social Selling; Time Management Manage sales pipeline and client leads; Conduct product demonstrations; Negotiate and close deals; Analyze sales metrics and forecasts; Leverage CRM tools for automation; Build client relationships; Collaborate with marketing and product teams; Participate in virtual sales activities; Develop outreach strategies; Report on sales performance,jd,10
SE-109,Sales Executive,unknown,Experienced,5.0,5-10,Salesforce; HubSpot; Predictive Analytics; Lead Generation; Negotiation; Closing Techniques; Sales Automation; Social Selling; Data-driven Sales; Relationship Management,"[""salesforce"", ""hubspot"", ""predictive analytics"", ""lead generation"", ""negotiation"", ""closing techniques"", ""sales automation"", ""social selling"", ""data-driven sales"", ""relationship management""]",Sales Executive; CRM; Predictive Analytics; Lead Generation; Negotiation; Closing Deals; Sales Automation; Social Selling; Data-driven Sales; Relationship Management,"[""sales executive"", ""crm"", ""predictive analytics"", ""lead generation"", ""negotiation"", ""closing deals"", ""sales automation"", ""social selling"", ""data-driven sales"", ""relationship management""]",Lead high-value client accounts; Utilize CRM and AI tools for analytics; Negotiate and close strategic deals; Develop multi-channel sales campaigns; Mentor junior sales executives; Maintain strong client relationships; Monitor KPIs and optimize pipeline; Collaborate with marketing and product teams; Analyze market trends; Implement sales automation for efficiency,Sales Executive Salesforce; HubSpot; Predictive Analytics; Lead Generation; Negotiation; Closing Techniques; Sales Automation; Social Selling; Data-driven Sales; Relationship Management Lead high-value client accounts; Utilize CRM and AI tools for analytics; Negotiate and close strategic deals; Develop multi-channel sales campaigns; Mentor junior sales executives; Maintain strong client relationships; Monitor KPIs and optimize pipeline; Collaborate with marketing and product teams; Analyze market trends; Implement sales automation for efficiency,jd,10
SE-110,Sales Executive,fresher,Fresher,0.0,0-1,CRM Basics; Lead Generation; Communication; Product Knowledge; Active Listening; Relationship Building; Time Management; Adaptability; Digital Sales Awareness; Customer Engagement,"[""crm basics"", ""lead generation"", ""communication"", ""product knowledge"", ""active listening"", ""relationship building"", ""time management"", ""adaptability"", ""digital sales awareness"", ""customer engagement""]",Sales Executive; CRM; Lead Generation; Product Demo; Communication; Relationship Building; Time Management; Adaptability; Digital Sales; Customer Engagement,"[""sales executive"", ""crm"", ""lead generation"", ""product demo"", ""communication"", ""relationship building"", ""time management"", ""adaptability"", ""digital sales"", ""customer engagement""]",Assist in managing sales leads; Support team in product demos; Track client interactions; Participate in virtual meetings; Collaborate on campaigns; Provide follow-ups; Prepare basic sales reports; Learn sales techniques; Monitor competitors; Support data-driven insights,Sales Executive CRM Basics; Lead Generation; Communication; Product Knowledge; Active Listening; Relationship Building; Time Management; Adaptability; Digital Sales Awareness; Customer Engagement Assist in managing sales leads; Support team in product demos; Track client interactions; Participate in virtual meetings; Collaborate on campaigns; Provide follow-ups; Prepare basic sales reports; Learn sales techniques; Monitor competitors; Support data-driven insights,jd,10
SE-111,Sales Executive,mid,Mid-Level,2.0,2-5,Salesforce; HubSpot; Lead Generation; Negotiation; Closing Deals; Pipeline Management; Product Demos; Sales Forecasting; Social Selling; Time Management,"[""salesforce"", ""hubspot"", ""lead generation"", ""negotiation"", ""closing deals"", ""pipeline management"", ""product demos"", ""sales forecasting"", ""social selling"", ""time management""]",Sales Executive; CRM; Lead Generation; Negotiation; Closing Deals; Product Demo; Sales Forecasting; Pipeline Management; Social Selling; Time Management,"[""sales executive"", ""crm"", ""lead generation"", ""negotiation"", ""closing deals"", ""product demo"", ""sales forecasting"", ""pipeline management"", ""social selling"", ""time management""]",Manage and optimize sales pipeline; Conduct product demonstrations for clients; Negotiate and close deals; Analyze sales data for forecasting and strategy; Leverage CRM tools for process automation; Build long-term client relationships; Collaborate with cross-functional teams; Participate in virtual selling initiatives; Develop outreach campaigns; Report sales performance metrics,Sales Executive Salesforce; HubSpot; Lead Generation; Negotiation; Closing Deals; Pipeline Management; Product Demos; Sales Forecasting; Social Selling; Time Management Manage and optimize sales pipeline; Conduct product demonstrations for clients; Negotiate and close deals; Analyze sales data for forecasting and strategy; Leverage CRM tools for process automation; Build long-term client relationships; Collaborate with cross-functional teams; Participate in virtual selling initiatives; Develop outreach campaigns; Report sales performance metrics,jd,10
SE-112,Sales Executive,unknown,Experienced,5.0,5-10,Salesforce; HubSpot; Predictive Analytics; Lead Generation; Negotiation; Closing Techniques; Sales Automation; Social Selling; Data-driven Sales; Relationship Management,"[""salesforce"", ""hubspot"", ""predictive analytics"", ""lead generation"", ""negotiation"", ""closing techniques"", ""sales automation"", ""social selling"", ""data-driven sales"", ""relationship management""]",Sales Executive; CRM; Predictive Analytics; Lead Generation; Negotiation; Closing Deals; Sales Automation; Social Selling; Data-driven Sales; Relationship Management,"[""sales executive"", ""crm"", ""predictive analytics"", ""lead generation"", ""negotiation"", ""closing deals"", ""sales automation"", ""social selling"", ""data-driven sales"", ""relationship management""]",Lead strategic sales initiatives; Leverage CRM and AI tools for data-driven sales; Negotiate high-value deals; Develop multi-channel sales campaigns; Train and mentor junior sales executives; Build and maintain strong client relationships; Monitor KPIs and optimize pipeline; Collaborate with marketing and product teams; Analyze market trends and customer behavior; Implement sales automation for efficiency,Sales Executive Salesforce; HubSpot; Predictive Analytics; Lead Generation; Negotiation; Closing Techniques; Sales Automation; Social Selling; Data-driven Sales; Relationship Management Lead strategic sales initiatives; Leverage CRM and AI tools for data-driven sales; Negotiate high-value deals; Develop multi-channel sales campaigns; Train and mentor junior sales executives; Build and maintain strong client relationships; Monitor KPIs and optimize pipeline; Collaborate with marketing and product teams; Analyze market trends and customer behavior; Implement sales automation for efficiency,jd,10
SE-113,Sales Executive,fresher,Fresher,0.0,0-1,CRM Basics; Lead Generation; Product Knowledge; Communication; Active Listening; Relationship Building; Time Management; Adaptability; Digital Sales Awareness; Customer Engagement,"[""crm basics"", ""lead generation"", ""product knowledge"", ""communication"", ""active listening"", ""relationship building"", ""time management"", ""adaptability"", ""digital sales awareness"", ""customer engagement""]",Sales Executive; CRM; Lead Generation; Product Demo; Communication; Relationship Building; Time Management; Adaptability; Digital Sales; Customer Engagement,"[""sales executive"", ""crm"", ""lead generation"", ""product demo"", ""communication"", ""relationship building"", ""time management"", ""adaptability"", ""digital sales"", ""customer engagement""]",Support sales team with lead management; Assist in product demos and presentations; Track and update client interactions; Participate in virtual sales calls; Collaborate with team members on campaigns; Provide customer follow-ups; Prepare basic sales reports; Learn sales techniques and tools; Monitor competitor activity; Assist in data-driven sales initiatives,Sales Executive CRM Basics; Lead Generation; Product Knowledge; Communication; Active Listening; Relationship Building; Time Management; Adaptability; Digital Sales Awareness; Customer Engagement Support sales team with lead management; Assist in product demos and presentations; Track and update client interactions; Participate in virtual sales calls; Collaborate with team members on campaigns; Provide customer follow-ups; Prepare basic sales reports; Learn sales techniques and tools; Monitor competitor activity; Assist in data-driven sales initiatives,jd,10
SE-114,Sales Executive,mid,Mid-Level,2.0,2-5,Salesforce; HubSpot; Lead Generation; Negotiation; Closing Deals; Pipeline Management; Product Demos; Sales Forecasting; Social Selling; Time Management,"[""salesforce"", ""hubspot"", ""lead generation"", ""negotiation"", ""closing deals"", ""pipeline management"", ""product demos"", ""sales forecasting"", ""social selling"", ""time management""]",Sales Executive; CRM; Lead Generation; Negotiation; Closing Deals; Pipeline Management; Product Demo; Sales Forecasting; Social Selling; Time Management,"[""sales executive"", ""crm"", ""lead generation"", ""negotiation"", ""closing deals"", ""pipeline management"", ""product demo"", ""sales forecasting"", ""social selling"", ""time management""]",Manage sales pipeline and lead conversion; Conduct product demonstrations; Negotiate and close deals; Analyze sales metrics and forecasts; Leverage CRM tools to optimize sales; Build and maintain client relationships; Collaborate with cross-functional teams; Implement virtual selling techniques; Develop targeted outreach campaigns; Report on sales performance metrics,Sales Executive Salesforce; HubSpot; Lead Generation; Negotiation; Closing Deals; Pipeline Management; Product Demos; Sales Forecasting; Social Selling; Time Management Manage sales pipeline and lead conversion; Conduct product demonstrations; Negotiate and close deals; Analyze sales metrics and forecasts; Leverage CRM tools to optimize sales; Build and maintain client relationships; Collaborate with cross-functional teams; Implement virtual selling techniques; Develop targeted outreach campaigns; Report on sales performance metrics,jd,10
SE-115,Sales Executive,unknown,Experienced,5.0,5-10,Salesforce; HubSpot; Predictive Analytics; Lead Generation; Negotiation; Closing Techniques; Sales Automation; Social Selling; Data-driven Sales; Relationship Management,"[""salesforce"", ""hubspot"", ""predictive analytics"", ""lead generation"", ""negotiation"", ""closing techniques"", ""sales automation"", ""social selling"", ""data-driven sales"", ""relationship management""]",Sales Executive; CRM; Predictive Analytics; Lead Generation; Negotiation; Closing Deals; Sales Automation; Social Selling; Data-driven Sales; Relationship Management,"[""sales executive"", ""crm"", ""predictive analytics"", ""lead generation"", ""negotiation"", ""closing deals"", ""sales automation"", ""social selling"", ""data-driven sales"", ""relationship management""]",Lead high-value client accounts; Use CRM and AI tools for predictive sales analytics; Negotiate strategic deals; Develop multi-channel sales campaigns; Mentor junior sales executives; Maintain client relationships; Monitor KPIs and pipeline health; Collaborate with marketing and product teams; Analyze market trends; Implement sales automation strategies,Sales Executive Salesforce; HubSpot; Predictive Analytics; Lead Generation; Negotiation; Closing Techniques; Sales Automation; Social Selling; Data-driven Sales; Relationship Management Lead high-value client accounts; Use CRM and AI tools for predictive sales analytics; Negotiate strategic deals; Develop multi-channel sales campaigns; Mentor junior sales executives; Maintain client relationships; Monitor KPIs and pipeline health; Collaborate with marketing and product teams; Analyze market trends; Implement sales automation strategies,jd,10
SE-116,Sales Executive,fresher,Fresher,0.0,0-1,CRM Basics; Lead Generation; Communication; Product Knowledge; Active Listening; Relationship Building; Time Management; Adaptability; Digital Sales Awareness; Customer Engagement,"[""crm basics"", ""lead generation"", ""communication"", ""product knowledge"", ""active listening"", ""relationship building"", ""time management"", ""adaptability"", ""digital sales awareness"", ""customer engagement""]",Sales Executive; CRM; Lead Generation; Product Demo; Communication; Relationship Building; Time Management; Adaptability; Digital Sales; Customer Engagement,"[""sales executive"", ""crm"", ""lead generation"", ""product demo"", ""communication"", ""relationship building"", ""time management"", ""adaptability"", ""digital sales"", ""customer engagement""]",Assist in managing customer leads; Support sales demos and presentations; Track client communications; Participate in virtual sales meetings; Collaborate with team on campaigns; Provide customer follow-ups; Prepare basic sales reports; Learn sales strategies; Monitor competitor activities; Assist in data-driven sales projects,Sales Executive CRM Basics; Lead Generation; Communication; Product Knowledge; Active Listening; Relationship Building; Time Management; Adaptability; Digital Sales Awareness; Customer Engagement Assist in managing customer leads; Support sales demos and presentations; Track client communications; Participate in virtual sales meetings; Collaborate with team on campaigns; Provide customer follow-ups; Prepare basic sales reports; Learn sales strategies; Monitor competitor activities; Assist in data-driven sales projects,jd,10
SE-117,Sales Executive,mid,Mid-Level,2.0,2-5,Salesforce; HubSpot; Lead Generation; Negotiation; Closing Deals; Pipeline Management; Product Demos; Sales Forecasting; Social Selling; Time Management,"[""salesforce"", ""hubspot"", ""lead generation"", ""negotiation"", ""closing deals"", ""pipeline management"", ""product demos"", ""sales forecasting"", ""social selling"", ""time management""]",Sales Executive; CRM; Lead Generation; Negotiation; Closing Deals; Pipeline Management; Product Demo; Sales Forecasting; Social Selling; Time Management,"[""sales executive"", ""crm"", ""lead generation"", ""negotiation"", ""closing deals"", ""pipeline management"", ""product demo"", ""sales forecasting"", ""social selling"", ""time management""]",Manage sales pipeline and client accounts; Conduct product demos and presentations; Negotiate and close deals; Analyze sales data for strategy; Leverage CRM tools for automation; Build and maintain client relationships; Collaborate with cross-functional teams; Implement virtual selling tools; Develop sales campaigns; Report performance metrics,Sales Executive Salesforce; HubSpot; Lead Generation; Negotiation; Closing Deals; Pipeline Management; Product Demos; Sales Forecasting; Social Selling; Time Management Manage sales pipeline and client accounts; Conduct product demos and presentations; Negotiate and close deals; Analyze sales data for strategy; Leverage CRM tools for automation; Build and maintain client relationships; Collaborate with cross-functional teams; Implement virtual selling tools; Develop sales campaigns; Report performance metrics,jd,10
SE-118,Sales Executive,unknown,Experienced,5.0,5-10,Salesforce; HubSpot; Predictive Analytics; Lead Generation; Negotiation; Closing Techniques; Sales Automation; Social Selling; Data-driven Sales; Relationship Management,"[""salesforce"", ""hubspot"", ""predictive analytics"", ""lead generation"", ""negotiation"", ""closing techniques"", ""sales automation"", ""social selling"", ""data-driven sales"", ""relationship management""]",Sales Executive; CRM; Predictive Analytics; Lead Generation; Negotiation; Closing Deals; Sales Automation; Social Selling; Data-driven Sales; Relationship Management,"[""sales executive"", ""crm"", ""predictive analytics"", ""lead generation"", ""negotiation"", ""closing deals"", ""sales automation"", ""social selling"", ""data-driven sales"", ""relationship management""]",Lead key client accounts; Utilize CRM and AI tools for predictive analytics; Negotiate high-value deals; Develop multi-channel campaigns; Mentor and train junior executives; Maintain strong client relationships; Monitor sales KPIs and pipeline health; Collaborate with marketing and product teams; Analyze trends and market insights; Implement sales automation for efficiency,Sales Executive Salesforce; HubSpot; Predictive Analytics; Lead Generation; Negotiation; Closing Techniques; Sales Automation; Social Selling; Data-driven Sales; Relationship Management Lead key client accounts; Utilize CRM and AI tools for predictive analytics; Negotiate high-value deals; Develop multi-channel campaigns; Mentor and train junior executives; Maintain strong client relationships; Monitor sales KPIs and pipeline health; Collaborate with marketing and product teams; Analyze trends and market insights; Implement sales automation for efficiency,jd,10
